관리번호,부문,작품번호,작가명,생몰연도,명제,제작년도,규격(㎝),소장일자,기법 및 재료
1465,회화,PA-614,홍순무,1935,남문시장,2016,61×73,2016-08-17,캔버스에 유채
1466,회화,PA-615,홍순무,1935,격정의 여인,2011,73×61,2016-08-17,캔버스에 유채
1467,회화,PA-616,홍순무,1935,격정,1987,53×45,2016-08-17,캔버스에 유채
1468,회화,PA-617,김한창,1949,氣孔,1982,90×190,2016-08-17,혼합재료
1469,사진,PH-166,박하선,1955,서산 마애불,2011,111×160,2016-08-17,pigment art print
1470,사진,PH-167,박하선,1955,익산 미륵상,2011,111×160,2016-08-17,pigment art print
1471,사진,PH-168,박하선,1955,익산 왕궁사지에서,2011,111×160,2016-08-17,pigment art print
1472,사진,PH-169,박하선,1955,황산성의 폐허,2011,111×245,2016-08-17,pigment art print
1473,사진,PH-170,박하선,1955,낙양 북망산에 있는 의자왕 무덤자리,2015,111×160,2016-08-17,pigment art print
1474,사진,PH-171,박하선,1955,일본 이시도우지 백제석탑,2013,111×160,2016-08-17,pigment art print
1475,사진,PH-172,판천후,1982,청백컬렉션 9 - 케이크 스탠드,2010,60×50,2016-08-17,디지털 프린트
1476,사진,PH-173,판천후,1982,청백컬렉션 10 - 욕조(침실용),2010,50×60,2016-08-17,디지털 프린트
1477,사진,PH-174,판천후,1982,청백컬렉션 11 - 변기,2010,50×60,2016-08-17,디지털 프린트
1478,회화,PA-618,이르펀 헨드리안,1987,매스의 구성 2,2016,215×200×3,2016-08-17,"한지, 공업용지, 나무"
1479,회화,PA-619,홍승택,1982,후비고,2016,117×91,2016-11-29,캔버스에 유채
1480,공예,CR-33,이병로,1969,백자달항아리,2016,52×53×53,2016-11-29,백자토
1481,회화,PA-620,노성기,1969,Eden Forever,2016,10×105×13,2016-11-29,"나무, 옻, 자개"
1482,회화,PA-621,서희화,1975,Happy-English,2010,91×116,2016-11-29,혼합재료
1483,조각,SC-123,최승일,1973,태(胎),2011,42×35×18,2016-11-29,"이태리대리석, 검정화강석"
1484,회화,PA-622,이주원,1979,걷는다,2016,65×91,2016-11-29,캔버스에 유채
1485,조각,SC-124,문민,1988,COMA 25세 여성,2016,52×12×6,2016-11-29,동
1486,회화,PA-623,이동형,1984,Shape 002,2015,190×130　,2016-11-29,캔버스에 유채
1487,한국화,KO-211,최전숙,1967,사선대 나들이,2007,60×130,2016-11-29,"장지에 분채, 먹"
1488,조각,SC-125,황유진,1984,Semiosis,2016,31×40×46　,2016-11-29,동 용접
1489,조각,SC-126,윤성필,1977,넓은 눈으로 세상을 바라보다,2016,148×148×33,2016-11-29,"알루미늄에 페인트, 모터,  모터컨트롤러, 동작센서, 동전, 자석"
1490,한국화,KO-212,정명희,1945,"금강, 그 생명의 노래",1996,166×163,2016-11-29,한지에 수묵담채
1491,회화,PA-624,이종만,1952,가을 해바라기,2016,91×117,2016-11-29,캔버스에 유채
1492,서예,CA-120,하수정,1942,너에게서...,2016,135×70,2016-11-29,화선지에 먹
1493,한국화,KO-213,강성은,1982,집 11,2010,70×82,2016-11-29,한지에 먹
1494,한국화,KO-214,강성은,1982,집 21,2016,72×85,2016-11-29,한지에 먹
1495,조각,SC-127,전국광,1945,적 - 변이,1976,16×36×34,2016-11-29,브론즈
1496,회화,PA-625,김영주,1920,검은 태양,1958,54×76,2016-11-29,"종이에 먹, 펜, 수채"
1497,회화,PA-626,김영주,1920,검은 태양,1958,54×76,2016-11-29,"종이에 먹, 펜, 수채"
1498,한국화,KO-215,허형,1862,새, ,23×23,2016-11-29,비단에 수묵담채
1499,한국화,KO-216,허형,1862,신선도, ,24×24,2016-11-29,비단에 수묵담채
1500,한국화,KO-217,허백련,1891,산수도,1970,32×128,2016-11-29,종이에 수묵담채
1501,한국화,KO-218,이상범,1897,산수도,1936,137×33,2016-11-29,종이에 먹
1502,한국화,KO-219,허련,1809,괴석모란도, ,55×27,2016-11-29,종이에 먹
1503,회화,PA-627,조헌,1964,Sentimental,2016,61×91,2016-11-29,캔버스에 유채
1504,회화,PA-628,조헌,1964,소리,2016,78×53,2016-11-29,보드지에 유채
1505,한국화,KO-220,황종하,1887,맹호도, ,121×50,2016-11-29,비단에 수묵채색
1506,회화,PA-629,한소희,1924,설경, ,47×45,2016-11-29,캔버스에 유채
1507,서예,CA-121,백홍기,1913,초서 10곡병, ,102×28(×10),2016-11-29,종이에 먹
1508,회화,PA-630,이경섭,1959,한 개의 문,2016,30×170,2016-11-29,나무 판넬에 유채
1509,회화,PA-631,조영철,1953,가을 언덕,2016,80×116,2016-11-29,캔버스에 유채
1510,회화,PA-632,창용치아,1975,바로 그 순간,2015,75×151,2016-11-29,캔버스에 유채
1511,회화,PA-633,창용치아,1975,한 예술가의 삶,2015,66×85,2016-11-29,캔버스에 유채
1512,회화,PA-634,파르자나 아메드,1980,"알려진, 알려지지 않은 ",2014,120×101,2016-11-29,종이에 혼합재료
1513,회화,PA-635,파르자나 아메드,1980,"알려진, 알려지지 않은",2014,120×101,2016-11-29,종이에 혼합재료
1514,회화,PA-636,파르자나 아메드,1980,"알려진, 알려지지 않은",2014,120×101,2016-11-29,종이에 혼합재료
1515,회화,PA-637,저스틴 림,1983,아무도 앉지 못할 의자들 #1,2015,102×76(×2),2016-11-29,"캔버스에 유채, 아크릴릭, 애나멜 페인트, 강철면도날"
1516,공예,CR-34,에이즈 옹,1977,잔물결 3,2015,442×122×122,2016-11-29,"실, 스테인리스스틸 구조물, 스테인리스 와이어"
1517,공예,CR-35,에이즈 옹,1977,내 마음 속의 소리,2014,217×58×58,2016-11-29,"혼합실, 스테인리스스틸 구조물,스테인리스 와이어, 플라스틱 압착 완구"
1518,사진,PH-175,페리얼 아피프,1982,뼈 / 살점,2013,72×108,2016-11-29,알루미늄 디본드에 C-프린트
1519,사진,PH-176,페리얼 아피프,1982,뼈 / 살점,2013,72×108,2016-11-29,알루미늄 디본드에 C-프린트
1520,사진,PH-177,응게레이,1979,죽은 자기의 모습 관찰하기 #11,2011,91×137,2016-11-29,아카이버 매트 페이퍼 위 컬러사진
1521,회화,PA-638,레슈마 나이르,1990,지원자,2015,56×38(×12),2016-11-29,"종이에 수채, 잉크"
1522,조각,SC-128,박재연,1976,Flexible Mass S3,2016,335×310×305,2016-11-29,철
1523,조각,SC-129,윤성필,1977,Energy 20-1,2015,80×80×22,2016-11-29,알루미늄에 우레탄도장
1524,한국화,KO-221,정명희,1945,錦江虹變奏 14-67,2014,120×120,2016-11-29,한지에 수묵담채
1525,회화,PA-639,창용치아,1975,아기 사슴 이야기,2015,18×55,2016-11-29,캔버스에 유채
1526,사진,PH-178,응게레이,1979,죽은 자기의 모습 관찰하기 #9,2011,91×137,2016-11-29,아카이버 매트 페이퍼 위 컬러사진
1527,사진,PH-179,응게레이,1979,죽은 자기의 모습 관찰하기 #18,2011,91×137,2016-11-29,아카이버 매트 페이퍼 위 컬러사진
1528,사진,PH-180,응게레이,1979,죽은 자기의 모습 관찰하기 #5,2011,91×137,2016-11-29,아카이버 매트 페이퍼 위 컬러사진
1529,서예,CA-122,김종범,1939,사료파동,2013,30×20,2017-05-25,도판에 전각기법
1530,서예,CA-123,김종범,1939,무욕,2007,37×27,2017-05-25,도판에 전각기법
1531,서예,CA-124,권윤희,1960,身與竹化 Ⅲ ,2016,240×55,2017-05-25,"화선지에 석채, 먹"
1532,한국화,KO-222,박문종,1958,흙장난1,2016,143×167,2017-05-25,"종이에 먹, 흙"
1533,한국화,KO-223,강성은,1982,비닐파도2,2016,97×130,2017-05-25,캔버스에 유채
1534,회화,PA-640,이가립,1982,face no.104,2017,108×79,2017-05-25,"종이에 오일파스텔, 펜"
1535,회화,PA-641,천칭야오,1976,The Falling AK47 Girl series,2016,35×35(×6),2017-05-25,캔버스에 아크릴릭
1536,회화,PA-642,패트리엇 묵민,1987,풍남문 3.12.16,2016,156×228,2017-05-25,"전단지, 사진"
1537,회화,PA-643,왕위웬,1976,세월호,2017,166×161,2017-05-25,한지에 아크릴릭
1538,회화,PA-644,여운,1947,"먼 산, 빈 산",1986,141×169,2017-05-25,종이에 혼합재료
1539,서예,CA-125,김종범,1939,꼬리가 수려한 귀한 몸,2016,30×20,2017-05-25,도판에 전각기법
1540,서예,CA-126,김종범,1939,학수천년,2012,23×14,2017-05-25,도판에 전각기법
1541,회화,PA-645,이상조,1952,이어지다1,2015,40×40(×15),2017-05-25,혼합재료
1542,회화,PA-646,덱스터 페르난데스,1984,가라파타,2016,가변설치,2017-05-25,판넬에 아크릴릭
1543,회화,PA-647,다르보츠,1981,Glitch,2016,가변설치,2017-05-25,판넬에 스프레이페인트
1544,회화,PA-648,여운,1947,Work,1970,58×87,2017-05-25,창문에 혼합재료
1545,회화,PA-649,여운,1947,만남,1970,30×36.5×3,2017-05-25,시계에 유채
1546,회화,PA-650,여운,1947,복권,1974,44.5×50,2017-05-25,혼합재료
1547,회화,PA-651,여운,1947,백두산 천지,1991,130×162,2017-05-25,캔버스에 아크릴릭
1548,회화,PA-652,여운,1947,마곡동길,1992,45×60,2017-05-25,"종이에 콘테, 목탄"
1549,회화,PA-653,여운,1947,너는 저만치 가고,2001,65×120,2017-05-25,캔버스에 유채
1550,회화,PA-654,여운,1947,고달사지 가는 길,2006,75×54,2017-05-25,종이에 목탄
1551,회화,PA-655,여운,1947,대추리 풍경,2006,52×71,2017-05-25,종이에 목탄
1552,판화,DP-199,박래현,1920,근원 A,1970,51×37,2017-11-02,"에칭, 메조틴트 등"
1553,판화,DP-200,박래현,1920,근원 B,1970,59×37,2017-11-02,"에칭, 메조틴트 등"
1554,회화,PA-656,정하람,1987,actor1-2,2015,162.2×194,2017-11-02,판넬에 혼합재료
1555,공예,CR-36,여은희,1971,"Please, Don’t cry",1997,191×147,2017-11-02,타피스트리
1556,공예,CR-37,윤지희,1975,The creation-ocean,2016,60×130×3.5,2017-11-02,"쇠녹, 홀로그램 가루"
1557,미디어,MD-5,레만 세브다,1985,안녕하세요. 터키에서 온 여류화가 레만입니다,2017,1시간 26분,2017-11-02,영상 퍼포먼스
1558,조각,SC-130,디타 감비로,1986,머무름,2012,90×90×200,2017-11-02,"인조머리, 쇠파이프, 매트리스"
1559,회화,PA-657,부블리 바르나,1987,현대여성의 자기분석3,2016,122×92,2017-11-02,캔버스에 유채
1560,회화,PA-658,이경섭,1958,아침에 깨어나 좋은 날,1998,60.6×72.7,2017-11-02,캔버스에 유채
1561,회화,PA-659,이경섭,1958,어둠의 자식들,1993,60×90,2017-11-02,캔버스에 유채
1562,조각,SC-131,김동헌,1957,여심,2017,53×60×30,2017-11-02,대리석
1563,회화,PA-660,장문갑,1969,신호 바뀌었다,2017,61×83.3,2017-11-02,종이에 수채
1564,회화,PA-661,장문갑,1969,억수로 비,2017,65.1×90.9,2017-11-02,종이에 수채
1565,회화,PA-662,장 령,1937,악기,1981,145.5×112.1,2017-11-02,캔버스에 유채
1566,회화,PA-663,유용상,1973,선택받은 사람,2011,145.5×227.3,2017-11-02,캔버스에 유채
1567,회화,PA-664,하상용,1949,나는 새,1985,29.5×48.5,2017-11-02,도마에 유채
1568,회화,PA-665,하상용,1949,날고 싶은 새,1990,29.5×49,2017-11-02,도마에 유채
1569,회화,PA-666,하상용,1949,새,1985,38×60,2017-11-02,도마에 유채
1570,한국화,KO-224,서일석,1957,산울림,2005,59×99,2017-11-02,한지에 수묵담채
1571,한국화,KO-225,서일석,1957,성난 독도,4352,59×99,2017-11-02,한지에 수묵담채
1572,미디어,MD-6,박성애,1981,미미미,2013,3분,2017-11-02,페이퍼 애니메이션
1573,미디어,MD-7,박성애,1981,젖,2013,5분,2017-11-02,페이퍼 애니메이션
1574,한국화,KO-226,김판묵,1985,Filter-Temptation,2013,116.8×91,2017-11-02,장지에 수묵채색
1575,한국화,KO-227,김선강,1967,여정I,2012,162×130.5,2017-11-02,장지에 분채
1576,한국화,KO-228,이은경,1971,만남,2012,130.3×130.3,2017-11-02,장지에 혼합채색
1577,한국화,KO-229,김도영,1972,기억을 거닐다,2016,73×117,2017-11-02,한지에 분채
1578,한국화,KO-230,박지은,1977,담아내며,2017,117×91,2017-11-02,"나무판에 옻칠, 계란껍질, 금박"
1579,한국화,KO-231,김현지,1987,정중동(靜中動) 2,2015,100×80.5,2017-11-02,한지
1580,공예,CR-38,이상훈,1973,"생명과 우주의 성장, 발달 그리고 성숙",2017,50×48×48,2017-11-02,"백토, 백조형토, 테라시길라타, 연마, 고온내화갑연막소성"
1581,공예,CR-39,유경희,1962,빛이 된 그림자,2012,41×160×30,2017-11-02,혼합재료
1582,공예,CR-40,김완순,1951,교동에서의 조우,2003,130×62,2017-11-02,한지에 혼합재료
1583,공예,CR-41,강정이,1961,사유,2012,50×46×11.5,2017-11-02,"백자조형토, 백유, 판형작업, 고온소성"
1584,공예,CR-42,김경숙,1960,또 다른 이야기들,2015,70×50×50,2017-11-02,"놋쇠, 동 세공, 주조"
1585,한국화,KO-232,신희섭,1959,화발산여명,2017,153×149,2017-11-02,"장지, 한지, 먹"
1586,회화,PA-667,김영규,1949,단청축제 2016-21,2016,162×130.3,2017-11-02,"배니어판에 유채, 아크릴릭"
1587,조각,SC-132,구재산,1959,하늘 가까이 사는 사람들의 흔적,1996,74×98×53,2017-11-02,브론즈
1588,조각,SC-133,구재산,1959,잃어버린 성,1996,26×77×31,2017-11-02,브론즈
1589,회화,PA-668,이경섭,1958,성난 자,2014,41×32,2017-11-02,캔버스에 유채
1590,회화,PA-669,조기풍,1936,지리산,1992,73×91,2017-11-02,캔버스에 유채
1591,회화,PA-670,조기풍,1936,도담삼봉,1980,73×91,2017-11-02,캔버스에 유채
1592,회화,PA-671,조기풍,1936,지리산의 가을,1999,61×73,2017-11-02,캔버스에 유채
1593,회화,PA-672,조기풍,1936,정이 담긴 산,2004,61×72,2017-11-02,캔버스에 유채
1594,회화,PA-673,조기풍,1936,일몰,1997,61×72,2017-11-02,캔버스에 유채
1595,회화,PA-674,조기풍,1936,서해 일출,2005,61×72,2017-11-02,캔버스에 유채
1596,회화,PA-675,조기풍,1936,계곡 1,2007,61×72,2017-11-02,캔버스에 유채
1597,회화,PA-676,조기풍,1936,계곡 2,2007,61×72,2017-11-02,캔버스에 유채
1598,회화,PA-677,조기풍,1936,비 갠 들녘,1992,60×72,2017-11-02,캔버스에 유채
1599,회화,PA-678,조기풍,1936,가을 2,1994,58×78,2017-11-02,종이에 아크릴릭
1600,회화,PA-679,조기풍,1936,아침,1994,55×75,2017-11-02,종이에 아크릴릭
1601,회화,PA-680,조기풍,1936,초겨울,1999,55×74,2017-11-02,종이에 아크릴릭
1602,회화,PA-681,조기풍,1936,법성포,1987,54×65,2017-11-02,캔버스에 유채
1603,회화,PA-682,조기풍,1936,폐교,1992,53×65,2017-11-02,캔버스에 유채
1604,회화,PA-683,조기풍,1936,지리산,2004,53×65,2017-11-02,캔버스에 유채
1605,회화,PA-684,조기풍,1936,월출산,2003,53×65,2017-11-02,캔버스에 유채
1606,회화,PA-685,조기풍,1936,복날,1997,53×65,2017-11-02,캔버스에 유채
1607,회화,PA-686,조기풍,1936,법성포,1987,53×65,2017-11-02,캔버스에 유채
1608,회화,PA-687,조기풍,1936,붉은 하늘,2003,52×64,2017-11-02,캔버스에 유채
1609,회화,PA-688,조기풍,1936,해를 삼키는 물고기,2002,50×60,2017-11-02,캔버스에 유채
1610,회화,PA-689,조기풍,1936,북한산,1979,50×60,2017-11-02,캔버스에 유채
1611,회화,PA-690,조기풍,1936,무등산,2003,50×60,2017-11-02,캔버스에 유채
1612,회화,PA-691,조기풍,1936,지리산 가을 풍경,1990,48×58,2017-11-02,캔버스에 유채
1613,회화,PA-692,조기풍,1936,지리산,1992,45×53,2017-11-02,캔버스에 유채
1614,회화,PA-693,조기풍,1936,제주 함덕,1996,45×53,2017-11-02,캔버스에 유채
1615,회화,PA-694,조기풍,1936,정물,2005,53×45,2017-11-02,캔버스에 유채
1616,회화,PA-695,조기풍,1936,일출,2005,45×53,2017-11-02,캔버스에 유채
1617,회화,PA-696,조기풍,1936,시골풍경,1980,45×53,2017-11-02,캔버스에 유채
1618,회화,PA-697,조기풍,1936,섬진강,1990,45×53,2017-11-02,캔버스에 유채
1619,회화,PA-698,조기풍,1936,만연산,2003,45×53,2017-11-02,캔버스에 유채
1620,회화,PA-699,조기풍,1936,교회가 있는 풍경,1984,38×45,2017-11-02,캔버스에 유채
1621,회화,PA-700,조기풍,1936,돌산,1981,38×45,2017-11-02,캔버스에 유채
1622,회화,PA-701,조기풍,1936,석양,2004,38×45,2017-11-02,캔버스에 유채
